age,airbag,injury,restraint,sex,inimpact,modelyr,airbagAvail,year
15,30,0,3,2,3,1992,0,2003
5,30,3,9,2,12,1992,0,2003
70,20,4,3,2,3,2003,1,2003
30,20,3,0,1,0,2002,1,2003
20,30,3,0,2,12,1986,0,2003
45,20,3,3,2,9,2002,1,2003
55,30,0,3,2,6,1996,0,2003
45,1,4,0,2,12,2003,1,2003
70,20,4,3,1,3,1997,1,2003
65,20,4,3,2,12,2001,1,2003
0,30,0,3,2,9,2002,0,2003
40,30,0,0,2,3,1995,0,2003
50,30,3,0,1,12,1983,0,2003
30,20,4,0,1,3,1998,1,2003
15,30,4,0,2,9,2000,0,2003
25,20,4,0,1,6,1996,1,2003
75,30,0,3,2,12,1990,0,2003
35,30,0,3,2,6,1992,0,2003
20,30,4,3,1,12,1989,0,2003
75,30,4,3,2,3,1993,0,2003
25,30,0,3,1,12,1996,0,2003
35,20,2,3,2,12,1992,1,2003
25,20,0,3,1,3,1996,1,2003
50,20,2,3,2,14,2000,1,2003
70,1,4,3,1,12,2001,1,2003
35,30,1,9,2,9,1990,0,2003
10,30,4,3,1,13,1991,0,2003
25,30,4,0,1,9,1996,0,2003
50,1,2,3,2,12,2004,1,2003
45,20,1,3,2,9,2000,1,2003
20,30,3,0,1,0,1991,0,2003
15,30,3,0,1,0,1985,0,2003
55,20,4,0,2,0,1997,1,2003
50,20,0,3,2,12,2003,1,2003
25,30,4,0,1,3,1996,0,2003
65,1,4,9,1,12,2000,1,2003
20,30,4,3,1,3,1991,0,2003
15,20,3,9,2,9,1999,1,2003
65,30,4,3,2,12,1992,0,2003
55,30,1,3,2,12,1991,0,2003
10,30,3,3,2,6,1981,0,2003
15,30,1,3,2,12,2003,0,2003
35,20,0,3,2,3,1999,1,2003
30,-1,0,3,2,0,2002,2,2003
75,30,1,3,2,9,1988,0,2003
50,1,0,0,1,9,1997,1,2003
10,30,1,0,1,9,1983,0,2003
50,20,1,3,2,3,2002,1,2003
20,30,4,0,1,12,1991,0,2003
40,20,4,0,1,12,1991,1,2003
45,20,4,0,1,6,2000,1,2003
20,30,2,3,1,0,1995,0,2003
20,20,2,0,2,9,2000,1,2003
85,20,4,3,1,3,2003,1,2003
25,1,0,3,2,6,1998,1,2003
40,20,1,0,1,6,2003,1,2003
20,20,4,0,1,6,1997,1,2003
0,30,3,3,2,6,1994,0,2003
40,1,3,3,1,12,2002,1,2003
15,20,3,0,2,0,2000,1,2003
15,30,1,3,2,12,1999,0,2003
15,1,4,0,1,3,1996,1,2003
10,1,1,3,2,9,2002,1,2003
30,20,4,0,1,3,2000,1,2003
20,30,3,0,1,12,1991,0,2003
20,1,4,0,1,12,1999,1,2003
25,1,1,3,2,12,2002,1,2003
15,1,4,0,2,12,2000,1,2003
60,1,4,3,2,12,1999,1,2003
20,20,0,3,1,12,1994,1,2003
15,20,4,3,1,3,1995,1,2003
15,20,3,0,2,0,1995,1,2003
15,30,1,0,1,12,1993,0,2003
80,30,3,3,2,12,1996,0,2003
10,30,4,0,1,12,1992,0,2003
15,30,4,0,1,12,1990,0,2003
15,1,3,3,2,12,1997,1,2003
80,1,2,3,1,3,2000,1,2003
15,30,3,3,2,0,1992,0,2003
30,20,0,3,1,9,2003,1,2003
20,20,4,3,1,0,1998,1,2003
85,20,1,3,2,3,1998,1,2003
55,30,4,3,2,3,1993,0,2003
40,20,0,3,2,6,2002,1,2003
10,1,0,3,2,12,2004,1,2003
50,30,4,3,1,6,1992,0,2003
20,30,4,0,1,12,1994,0,2003
20,20,4,0,2,0,1997,1,2003
15,30,4,0,2,0,1960,0,2003
25,30,3,3,2,6,1988,0,2003
70,30,4,0,2,3,1993,0,2003
40,20,0,3,2,12,2002,1,2003
15,20,0,3,2,9,2001,1,2003
20,30,4,3,1,12,1990,0,2003
45,30,3,3,1,6,1994,0,2003
15,1,2,3,1,12,1999,1,2003
25,30,0,3,2,12,1990,0,2003
25,20,3,3,1,3,1997,1,2003
30,30,3,0,1,9,1991,0,2003
25,30,3,0,2,9,1983,0,2003
75,1,4,3,2,12,1998,1,2003
75,1,3,3,2,12,2002,1,2003
65,1,4,3,2,3,1996,1,2003
25,20,0,3,1,12,1999,1,2003
20,30,4,3,1,12,1992,0,2003
20,1,4,3,1,6,1999,1,2003
40,1,4,0,2,3,1997,1,2003
25,30,4,0,2,9,1986,0,2003
15,1,3,3,1,9,1995,1,2003
70,30,3,0,2,9,1990,0,2003
45,30,0,3,2,9,1996,0,2003
15,20,2,3,2,9,2002,1,2003
15,1,4,9,2,3,1997,1,2003
25,20,4,0,2,0,2001,1,2003
10,1,4,3,1,3,1993,1,2003
40,1,4,3,1,3,2001,1,2003
15,1,4,0,2,3,1996,1,2003
20,1,2,3,2,12,1997,1,2003
5,20,2,3,1,12,1994,1,2003
80,30,4,0,2,12,1991,0,2003
15,1,2,3,1,12,1990,1,2003
15,30,0,3,2,12,1987,0,2003
25,30,2,3,1,9,1985,0,2003
15,30,4,3,1,3,1991,0,2003
20,30,2,9,1,9,2002,0,2003
45,20,0,3,2,3,2000,1,2003
35,1,4,0,1,3,1987,1,2003
80,30,4,3,2,3,1991,0,2003
15,1,1,3,1,3,2000,1,2003
50,30,1,3,2,6,1995,0,2003
25,-1,0,9,1,0,2000,2,2003
85,1,4,9,2,9,1995,1,2003
10,1,3,3,2,12,2000,1,2003
80,1,4,3,2,12,1998,1,2003
75,30,3,3,2,9,1993,0,2003
40,1,1,3,2,6,2002,1,2003
15,30,0,9,2,9,1991,0,2003
0,30,3,4,1,9,1985,0,2003
15,1,3,0,1,9,2001,1,2003
0,1,4,9,2,3,1996,1,2003
5,1,1,3,1,9,1995,1,2003
50,20,4,3,1,3,1998,1,2003
15,30,3,0,1,12,1998,0,2003
15,1,2,3,1,12,2003,1,2003
20,30,2,3,1,12,1991,0,2003
15,30,0,3,2,12,1990,0,2003
15,30,4,0,1,12,1991,0,2003
55,30,4,0,2,12,1990,0,2003
90,20,3,3,2,12,1998,1,2003
15,20,3,0,1,0,1997,1,2003
35,30,4,3,1,3,1987,0,2003
45,1,3,3,1,12,2000,1,2003
15,-1,0,0,1,9,1998,2,2003
30,30,4,0,1,9,1986,0,2003
5,30,2,0,1,12,1992,0,2003
85,-1,3,3,2,9,1994,2,2003
20,-1,4,0,1,13,1996,2,2003
25,30,4,0,1,3,1991,0,2003
40,30,3,0,2,12,1996,0,2003
30,20,2,3,1,12,1996,1,2003
35,30,2,3,2,12,1999,0,2003
15,30,1,3,1,0,1998,0,2003
20,1,3,3,1,14,1994,1,2003
15,1,2,3,1,12,1996,1,2003
15,30,4,9,1,14,1992,0,2003
15,1,4,3,1,12,1996,1,2003
20,30,3,0,2,9,1989,0,2003
25,30,4,9,2,3,1994,0,2003
20,30,2,3,2,12,1992,0,2003
20,30,4,9,1,6,1988,0,2003
65,30,3,3,2,12,1993,0,2003
30,1,3,3,2,6,1994,1,2003
70,20,0,3,2,6,1996,1,2003
60,20,3,9,1,9,2002,1,2003
35,1,4,0,1,12,1996,1,2003
50,1,4,3,2,12,2000,1,2003
60,1,4,0,1,3,1997,1,2003
15,30,3,3,1,12,1987,0,2004
10,1,4,0,2,12,1996,1,2004
20,20,0,3,2,6,2002,1,2004
60,30,3,3,2,12,1993,0,2004
15,30,3,3,1,9,1995,0,2004
80,20,4,3,1,3,2000,1,2004
35,30,0,9,1,6,1993,0,2004
45,20,0,3,1,12,2001,1,2004
15,1,2,3,1,9,2001,1,2004
65,30,4,3,2,0,1994,0,2004
20,20,2,3,1,9,2002,1,2004
15,20,2,0,1,12,1993,1,2004
15,20,2,3,2,6,1995,1,2004
15,30,3,0,2,6,1985,0,2004
30,20,3,0,1,14,1996,1,2004
20,20,4,0,1,3,2001,1,2004
10,30,3,9,1,12,1999,0,2004
30,20,1,3,2,6,2003,1,2004
25,20,0,3,1,12,1989,1,2004
35,-1,2,3,1,6,1994,2,2004
50,30,2,3,2,9,1993,0,2004
15,1,1,3,1,9,1999,1,2004
25,20,0,3,1,12,1989,1,2004
20,30,4,9,2,3,1985,0,2004
20,20,3,3,2,9,2000,1,2004
15,30,4,0,1,14,1991,0,2004
15,20,2,3,1,12,2000,1,2004
15,20,4,3,1,3,2000,1,2004
20,30,0,9,1,12,1985,0,2004
55,20,0,3,2,12,2001,1,2004
15,9,4,3,2,6,1997,1,2004
20,30,4,3,1,12,1995,0,2004
40,1,2,3,2,12,2001,1,2004
50,30,3,3,2,12,1986,0,2004
30,30,1,3,2,12,1986,0,2004
40,20,4,3,1,13,2004,1,2004
30,1,4,3,2,12,2002,1,2004
10,30,1,3,2,12,1992,0,2004
20,30,4,0,2,14,1987,0,2004
35,1,3,3,2,9,1996,1,2004
10,30,3,0,2,12,1974,0,2004
15,30,0,3,1,9,1989,0,2004
20,30,2,3,2,3,1991,0,2004
30,30,3,9,1,9,1991,0,2004
15,1,4,3,1,14,1995,1,2004
10,20,0,3,2,12,2000,1,2004
10,30,0,9,1,9,1993,0,2004
5,20,0,9,2,12,1997,1,2004
15,1,4,3,2,12,2003,1,2004
40,1,4,0,2,3,2002,1,2004
15,1,2,9,1,12,1999,1,2004
25,20,0,3,1,6,2000,1,2004
5,30,1,3,1,12,1990,0,2004
45,30,4,3,2,6,1989,0,2004
20,30,4,0,2,12,1990,0,2004
45,20,0,0,2,6,1995,1,2004
30,1,3,3,2,12,2000,1,2004
0,30,2,9,2,12,2001,0,2004
15,30,4,0,1,0,1985,0,2004
70,1,4,3,2,12,2003,1,2004
30,20,4,3,1,3,1999,1,2004
40,1,2,3,1,6,2003,1,2004
45,1,4,3,2,3,2004,1,2004
20,20,4,0,1,14,2003,1,2004
55,1,4,3,2,12,2002,1,2004
70,1,4,0,2,3,2001,1,2004
15,1,3,3,1,12,2010,1,2004
5,20,4,0,2,0,2000,1,2004
80,1,2,3,2,12,1997,1,2004
55,20,4,0,2,6,2003,1,2004
70,20,4,0,2,9,2003,1,2004
30,30,4,0,1,12,1993,0,2004
15,1,2,0,1,0,1996,1,2004
35,30,0,3,1,6,1999,0,2004
25,1,3,0,2,0,1996,1,2004
55,1,2,3,2,6,2001,1,2004
15,20,1,3,1,12,2003,1,2004
30,30,4,9,1,12,1990,0,2004
10,30,1,3,2,9,1989,0,2004
70,30,4,3,1,9,1993,0,2004
20,30,3,3,2,6,1986,0,2004
15,-1,4,0,2,3,1998,2,2004
15,1,4,0,2,3,1995,1,2004
20,20,3,3,2,12,2004,1,2004
20,20,0,0,1,3,1998,1,2004
55,20,4,3,2,6,2001,1,2004
20,30,4,9,2,6,1991,0,2004
20,1,4,0,1,12,1997,1,2004
50,30,4,0,2,9,1989,0,2004
10,1,2,3,2,12,2004,1,2004
70,20,4,3,1,3,2002,1,2004
40,20,4,3,1,6,2001,1,2004
55,20,2,3,1,6,2001,1,2004
85,1,1,3,1,12,1996,1,2004
10,20,4,0,1,9,1996,1,2004
10,30,4,3,1,12,1988,0,2004
20,30,4,0,2,3,1990,0,2004
75,30,3,9,2,9,1989,0,2004
80,20,2,3,2,3,2002,1,2004
30,30,0,3,2,12,1967,0,2004
5,30,2,0,1,0,1992,0,2004
70,30,0,3,2,9,1979,0,2004
15,1,4,0,2,12,1995,1,2004
10,1,3,3,1,12,2001,1,2004
35,20,4,0,2,3,1996,1,2004
25,30,0,3,1,12,1994,0,2004
20,1,3,0,1,12,1996,1,2004
20,20,0,3,2,12,2003,1,2004
20,1,3,3,1,12,2001,1,2004
25,20,0,3,1,12,2000,1,2004
45,20,3,3,2,9,1993,1,2004
15,1,3,0,1,12,2004,1,2004
5,20,0,3,2,14,2003,1,2004
5,20,0,9,1,12,1985,1,2004
20,20,3,0,1,12,1997,1,2004
15,1,4,3,1,12,1995,1,2004
15,1,4,3,2,3,1999,1,2004
20,30,4,3,1,12,1993,0,2004
20,20,2,3,1,12,1999,1,2004
20,30,4,0,2,9,1989,0,2004
15,30,4,3,1,3,1990,0,2004
40,30,1,3,1,0,1987,0,2004
40,20,4,0,2,12,1997,1,2004
60,20,3,0,2,12,2002,1,2004
20,30,4,9,1,3,1994,0,2004
5,-1,4,3,1,3,1997,2,2004
30,30,3,3,2,9,1989,0,2004
25,1,4,3,2,6,1999,1,2004
60,1,4,3,2,12,1995,1,2004
25,1,3,3,1,3,1996,1,2004
15,20,0,3,1,6,1999,1,2004
5,20,0,3,2,12,2001,1,2004
15,30,3,0,2,12,1998,0,2004
10,30,2,0,2,12,1994,0,2004
65,30,4,3,2,9,1986,0,2004
15,30,3,3,1,3,1992,0,2004
15,30,4,3,1,12,2000,0,2004
50,30,0,3,1,12,1998,0,2004
30,30,4,0,2,12,1993,0,2004
40,30,4,0,2,13,1992,0,2004
20,20,0,0,1,3,1995,1,2004
15,1,3,0,1,12,1998,1,2004
15,1,3,0,2,9,1999,1,2004
85,1,4,3,2,12,2000,1,2004
25,20,3,0,1,12,2003,1,2004
15,30,4,0,1,6,1994,0,2004
20,1,4,0,2,0,2002,1,2004
50,1,1,3,1,9,2000,1,2004
20,20,0,3,2,3,2001,1,2004
15,20,4,0,1,12,2001,1,2004
75,20,3,3,2,9,2003,1,2004
60,20,3,3,1,9,2003,1,2004
40,20,0,3,1,9,2000,1,2004
20,30,4,0,2,12,1988,0,2004
20,-1,1,9,1,12,1998,2,2004
20,20,2,3,1,6,1999,1,2004
85,30,4,3,2,12,1991,0,2004
35,20,4,0,2,0,2002,1,2004
15,30,3,3,1,3,1990,0,2004
75,20,3,3,2,12,2002,1,2004
55,20,2,3,2,9,1999,1,2004
60,20,4,3,2,3,2002,1,2004
20,20,4,3,2,3,1995,1,2004
10,20,0,3,2,12,2001,1,2004
45,20,2,3,2,12,1995,1,2004
20,1,2,3,2,12,1995,1,2004
35,1,4,0,2,12,1997,1,2004
10,30,1,3,2,3,1993,0,2004
20,30,1,3,2,12,1980,0,2004
25,30,3,0,1,9,1986,0,2004
10,1,3,3,1,9,1995,1,2004
30,-1,4,3,1,3,1988,2,2004
15,-1,0,3,1,12,1995,2,2004
25,20,3,3,2,9,2002,1,2004
15,20,0,3,1,14,1996,1,2004
50,20,3,3,2,6,2000,1,2004
55,30,2,9,2,3,1994,0,2004
10,20,3,0,2,0,2002,1,2004
10,1,3,3,1,12,1997,1,2004
25,30,4,0,1,3,1991,0,2004
20,30,4,0,1,3,1995,0,2004
60,20,0,3,2,9,2001,1,2004
85,30,4,3,2,9,1994,0,2004
65,1,4,3,2,3,1999,1,2004
60,1,4,0,2,12,1998,1,2004
25,1,4,3,1,3,2004,1,2004
50,30,1,3,2,9,1996,0,2004
65,30,4,0,2,3,1994,0,2004
45,30,4,0,1,12,1989,0,2004
50,20,0,3,2,12,2004,1,2004
20,30,2,3,1,12,1994,0,2004
20,20,4,3,2,3,1999,1,2004
40,20,2,3,2,0,1997,1,2004
70,30,3,0,1,0,1995,0,2004
30,30,4,9,1,12,1990,0,2004
25,30,3,3,1,12,1990,0,2004
15,30,0,9,2,9,1987,0,2004
90,30,4,3,2,3,1994,0,2004
65,30,4,0,2,3,1992,0,2004
10,1,4,3,1,12,2003,1,2004
15,30,2,0,1,12,1990,0,2004
15,-1,2,3,1,6,1997,2,2004
25,30,2,0,2,12,1999,0,2004
15,1,0,3,1,6,1999,1,2004
75,20,1,3,2,6,2003,1,2004
15,20,3,0,1,0,1998,1,2004
20,30,4,0,1,3,1983,0,2004
80,1,4,3,2,12,1998,1,2004
10,30,1,3,1,9,1999,0,2004
5,1,3,3,2,12,2001,1,2004
25,30,4,3,1,9,1988,0,2004
40,9,3,3,2,0,1994,1,2004
35,30,4,0,1,3,1983,0,2004
30,9,4,3,1,9,1995,1,2004
45,9,4,0,1,9,2004,1,2004
40,20,0,3,2,12,1998,1,2004
15,30,2,3,1,12,1991,0,2004
30,30,4,0,1,12,1988,0,2004
70,1,4,3,2,3,1997,1,2004
40,30,4,0,1,12,2001,0,2004
75,1,2,3,1,12,1997,1,2004
55,20,2,3,2,0,2001,1,2004
20,1,3,3,1,12,2001,1,2004
85,20,2,3,2,9,2001,1,2004
25,1,0,3,2,12,2003,1,2004
5,20,3,9,1,12,2002,1,2004
25,1,4,0,2,6,1995,1,2004
15,30,4,3,1,12,1994,0,2004
15,20,3,3,1,6,1999,1,2004
15,1,2,0,2,12,1996,1,2004
40,1,1,3,1,12,2002,1,2004
20,20,2,3,2,12,1997,1,2004
20,20,0,0,1,12,2003,1,2004
45,30,2,3,1,0,1994,0,2004
20,1,3,0,1,9,1998,1,2004
20,1,4,3,2,3,1996,1,2004
40,1,4,3,1,3,2002,1,2004
40,20,2,3,1,6,1996,1,2004
5,30,4,3,2,3,1986,0,2004
25,1,4,3,1,0,1995,1,2004
20,30,2,3,2,9,1998,0,2004
20,-1,3,0,2,12,2001,2,2004
65,20,2,3,2,12,2000,1,2004
40,20,4,3,2,3,1993,1,2004
0,1,3,9,2,12,1999,1,2004
15,1,3,3,1,12,1991,1,2004
35,30,3,0,1,3,2003,0,2004
30,30,4,0,1,12,1986,0,2004
30,30,0,3,2,6,1988,0,2004
60,30,4,0,1,9,1989,0,2004
60,20,3,3,2,6,1999,1,2004
15,1,3,3,1,12,1993,1,2004
40,20,4,0,1,3,2001,1,2004
25,30,2,0,1,0,1987,0,2004
45,1,4,3,1,0,1996,1,2004
45,1,3,0,1,3,1993,1,2005
90,20,0,3,1,6,1998,1,2005
60,1,0,3,1,12,2000,1,2005
25,20,3,3,2,6,1992,1,2005
65,30,4,0,2,12,1993,0,2005
40,30,3,3,2,12,1994,0,2005
70,1,4,3,2,9,2003,1,2005
20,1,4,0,1,12,1998,1,2005
15,30,3,3,1,9,1993,0,2005
30,1,3,3,1,6,1999,1,2005
15,20,0,3,1,12,1997,1,2005
40,20,4,0,1,0,1996,1,2005
70,1,4,3,2,6,2000,1,2005
5,30,3,3,1,3,1996,0,2005
20,20,4,0,2,0,2005,1,2005
20,20,3,3,2,12,1995,1,2005
25,30,3,3,1,12,1990,0,2005
15,20,2,0,2,9,2000,1,2005
20,20,2,9,1,12,2002,1,2005
10,20,1,3,1,9,1997,1,2005
15,-1,1,3,1,12,1992,2,2005
75,20,1,3,2,9,2004,1,2005
15,30,3,3,2,9,1990,0,2005
15,30,1,3,2,3,1992,0,2005
30,1,4,0,1,12,2003,1,2005
20,1,3,3,2,9,2004,1,2005
15,1,2,3,1,12,1999,1,2005
45,30,2,0,1,12,1990,0,2005
20,20,3,3,2,12,2002,1,2005
70,30,1,3,2,3,1991,0,2005
25,20,4,3,1,0,1999,1,2005
10,30,0,3,2,12,1986,0,2005
10,20,0,9,1,9,2001,1,2005
35,20,4,3,1,13,2005,1,2005
50,20,0,9,2,9,2003,1,2005
10,30,3,3,1,9,1990,0,2005
70,1,4,3,1,3,1995,1,2005
65,20,4,3,2,3,2003,1,2005
25,30,0,3,1,6,2004,0,2005
25,30,0,3,1,12,1992,0,2005
70,30,4,3,2,3,1988,0,2005
25,20,0,3,1,9,2003,1,2005
25,20,0,3,2,6,2003,1,2005
65,20,3,3,2,0,1999,1,2005
30,20,0,9,2,9,1997,1,2005
15,20,4,0,2,6,1994,1,2005
75,1,1,3,2,12,1998,1,2005
5,30,4,0,2,0,1993,0,2005
25,20,4,3,1,0,2002,1,2005
35,1,2,3,1,9,2001,1,2005
85,30,4,3,2,6,1993,0,2005
65,20,0,3,2,12,2004,1,2005
75,1,1,3,2,12,1995,1,2005
20,20,2,3,2,0,2000,1,2005
10,20,3,3,1,13,1999,1,2005
10,9,4,0,1,12,1996,1,2005
25,30,4,0,2,12,1992,0,2005
20,9,3,3,2,3,2002,1,2005
15,1,4,3,2,6,1997,1,2005
25,20,3,3,1,9,2004,1,2005
20,30,4,3,2,12,1991,0,2005
20,20,1,0,1,3,1999,1,2005
15,20,2,3,2,6,1996,1,2005
45,20,3,0,2,12,2005,1,2005
20,1,2,0,1,9,1995,1,2005
55,9,3,3,2,12,1999,1,2005
15,20,0,0,1,6,2005,1,2005
20,9,2,3,2,12,1980,1,2005
20,1,4,0,2,0,2003,1,2005
5,20,0,3,2,12,2005,1,2005
45,30,4,0,1,3,1993,0,2005
25,1,2,9,2,3,1994,1,2005
15,20,0,9,1,12,1999,1,2005
55,1,4,0,1,12,1998,1,2005
30,30,1,3,2,12,1991,0,2005
40,30,2,0,1,0,1967,0,2005
65,20,4,0,2,6,1999,1,2005
25,1,2,3,2,3,2005,1,2005
15,20,2,3,1,12,1994,1,2005
15,-1,4,0,1,12,2004,2,2005
55,20,0,9,1,3,2005,1,2005
25,30,0,3,1,6,1993,0,2005
20,20,2,3,2,9,2001,1,2005
65,1,4,3,2,6,1994,1,2005
25,20,0,3,2,9,2003,1,2005
20,20,2,3,1,3,1998,1,2005
40,1,2,3,2,12,1993,1,2005
25,20,2,3,2,12,1999,1,2005
25,30,4,0,1,9,1993,0,2005
50,20,4,9,2,12,1997,1,2005
20,20,2,3,1,9,2000,1,2005
35,30,3,3,1,12,1991,0,2005
40,30,3,0,1,9,1984,0,2005
25,1,3,3,2,6,2003,1,2005
45,20,2,3,2,9,2002,1,2005
95,1,4,3,2,3,1999,1,2005
25,30,3,9,2,12,1992,0,2005
20,30,2,9,1,12,1990,0,2005
75,1,4,3,2,12,2003,1,2005
25,1,3,0,1,12,2001,1,2005
60,20,1,3,2,6,2000,1,2005
10,1,4,0,2,0,2004,1,2005
20,20,2,0,2,3,2004,1,2005
45,20,0,3,2,12,1999,1,2005
15,1,3,0,2,6,1999,1,2005
40,1,2,0,1,9,1995,1,2005
75,30,4,0,1,12,1979,0,2005
30,20,2,3,2,9,2005,1,2005
15,30,3,0,2,6,1976,0,2005
20,30,2,0,1,12,1990,0,2005
20,20,0,3,2,9,1998,1,2005
15,30,4,0,1,3,1995,0,2005
80,1,4,3,2,12,2003,1,2005
55,20,1,3,1,9,1995,1,2005
90,30,4,3,1,3,1987,0,2005
85,30,4,3,2,9,1992,0,2005
20,20,4,3,1,9,1993,1,2005
15,20,4,0,2,14,2002,1,2005
15,1,3,9,2,9,2000,1,2005
15,1,4,3,2,12,1998,1,2005
35,30,0,3,1,12,1994,0,2005
85,1,4,3,1,3,2000,1,2005
20,30,4,3,2,3,1993,0,2005
20,9,3,0,2,12,2000,1,2005
75,1,3,3,2,3,2002,1,2005
15,30,3,0,1,12,1992,0,2005
5,30,4,0,2,12,1996,0,2005
50,30,4,0,2,12,2001,0,2005
95,30,4,3,2,3,1996,0,2005
75,20,0,3,2,12,2001,1,2005
60,1,4,9,2,3,1992,1,2005
5,1,1,3,2,12,1996,1,2005
55,30,0,3,1,12,1997,0,2005
35,20,3,3,2,6,2005,1,2005
10,20,4,9,2,14,2004,1,2005
15,20,4,3,2,3,2003,1,2005
25,20,0,3,2,6,1995,1,2005
65,20,4,3,1,12,1996,1,2005
10,1,0,3,2,12,1995,1,2005
15,1,4,0,1,14,2003,1,2005
20,1,4,0,2,9,2003,1,2005
20,1,0,3,2,9,2004,1,2005
35,1,2,3,1,9,2001,1,2005
25,20,4,0,1,3,1990,1,2005
40,30,0,3,1,6,1992,0,2005
50,30,4,3,1,12,1990,0,2005
40,1,3,0,2,12,1998,1,2005
55,30,0,3,1,9,1992,0,2005
15,30,4,3,1,3,1994,0,2005
25,20,1,0,1,0,2001,1,2005
65,20,3,3,2,6,2002,1,2005
15,1,2,3,2,12,2000,1,2005
45,20,0,9,1,12,2005,1,2005
40,30,0,3,1,3,1994,0,2005
20,1,2,3,1,12,1997,1,2005
15,1,0,3,1,12,1998,1,2005
15,1,4,3,1,12,2000,1,2005
5,20,0,3,2,12,2004,1,2005
25,1,3,3,2,12,2001,1,2005
60,20,2,3,2,3,1992,1,2005
15,1,3,3,2,12,2000,1,2005
10,1,4,3,1,12,2002,1,2005
35,1,3,3,1,12,1993,1,2005
60,1,3,3,1,12,2003,1,2005
90,30,4,3,1,12,1988,0,2005
15,30,3,0,1,9,2004,0,2005
10,1,1,3,2,9,2005,1,2005
15,1,2,0,1,9,2002,1,2005
70,1,4,3,1,3,1998,1,2005
30,30,0,9,1,12,1987,0,2005
20,30,0,3,2,6,1991,0,2005
30,1,2,3,2,9,2001,1,2005
20,1,4,9,2,3,1993,1,2005
35,20,4,0,2,12,2001,1,2005
30,30,2,0,1,9,1999,0,2005
40,1,3,0,2,9,1998,1,2005
35,30,4,0,1,6,1998,0,2005
10,1,4,0,2,12,2002,1,2005
30,30,4,0,1,9,1988,0,2005
70,1,1,3,1,12,1996,1,2005
60,20,4,0,2,0,2001,1,2005
80,1,4,3,2,12,2004,1,2005
20,30,3,0,1,6,1994,0,2005
25,1,1,3,2,12,1996,1,2005
15,30,2,3,2,9,2002,0,2005
20,20,0,3,1,12,1993,1,2005
10,20,3,0,2,9,1999,1,2005
15,30,0,3,1,6,1993,0,2005
55,20,4,3,2,12,2002,1,2005
20,30,3,3,1,12,1990,0,2005
45,20,0,3,2,9,2000,1,2005
30,1,4,0,2,12,2001,1,2005
15,1,4,9,1,9,2000,1,2005
35,20,2,3,1,9,2000,1,2005
40,30,3,3,1,9,1992,0,2005
10,1,3,3,2,12,2001,1,2005
20,30,2,3,1,3,1983,0,2005
15,20,4,3,1,12,2000,1,2005
25,1,2,3,2,12,2001,1,2005
15,1,1,3,1,9,1997,1,2005
15,1,4,0,1,12,1998,1,2005
15,20,4,3,1,12,2001,1,2005
15,20,4,0,1,9,2003,1,2005
35,30,0,3,1,12,1984,0,2005
50,30,4,0,1,12,1990,0,2005
40,1,4,0,1,14,2002,1,2005
30,20,0,3,2,3,2006,1,2005
25,20,4,3,2,12,2005,1,2005
80,30,4,3,1,3,1994,0,2005
25,20,4,0,1,12,1999,1,2005
30,30,4,3,2,3,1995,0,2005
15,1,3,0,2,12,1990,1,2005
60,30,4,3,2,12,2004,0,2005
20,30,4,3,1,12,1993,0,2005
15,30,4,3,1,12,1993,0,2005
45,-1,1,3,1,6,2005,2,2005
40,30,3,3,1,0,1990,0,2005
15,30,4,9,2,9,1999,0,2005
15,1,2,0,1,9,1995,1,2005
20,1,1,3,2,12,2002,1,2005
90,1,4,0,2,9,2000,1,2005
45,30,0,0,1,12,1992,0,2005
45,20,3,0,2,9,2002,1,2005
45,30,2,9,2,9,1992,0,2005
15,1,4,3,2,12,2003,1,2005
25,20,1,3,2,6,2005,1,2005
25,30,1,0,1,12,1994,0,2005
75,1,4,0,2,3,2003,1,2005
15,20,2,0,1,12,2000,1,2005
10,-1,4,9,1,12,1996,2,2005
60,20,4,3,1,3,2001,1,2005
20,20,4,0,1,3,1996,1,2005
20,1,3,3,1,12,1999,1,2006
30,1,3,3,1,12,2001,1,2006
65,20,0,3,1,6,2005,1,2006
20,30,0,3,2,9,1989,0,2006
50,30,4,0,1,3,1988,0,2006
45,20,0,3,1,12,1995,1,2006
15,30,0,0,2,9,1992,0,2006
20,1,2,9,2,12,2000,1,2006
50,1,3,3,2,12,2006,1,2006
15,20,4,0,1,6,1998,1,2006
90,30,4,3,2,12,1994,0,2006
40,20,4,0,1,9,1993,1,2006
25,20,4,3,1,3,2000,1,2006
45,20,4,0,1,3,1995,1,2006
40,1,4,3,2,3,2004,1,2006
45,1,1,3,2,6,2001,1,2006
55,20,0,3,1,3,1996,1,2006
55,20,2,3,1,12,2003,1,2006
10,30,4,3,1,12,1992,0,2006
25,1,1,3,1,9,1999,1,2006
5,20,0,3,2,14,2003,1,2006
15,20,2,0,1,12,2005,1,2006
60,1,2,3,1,12,2001,1,2006
15,1,2,3,1,12,1999,1,2006
25,30,4,0,1,6,1986,0,2006
15,1,2,3,2,9,1997,1,2006
35,20,1,3,1,12,2004,1,2006
20,1,3,3,1,12,2000,1,2006
15,1,4,9,1,14,2001,1,2006
55,1,4,3,1,12,2005,1,2006
65,1,1,3,1,12,1999,1,2006
60,1,4,3,2,6,2009,1,2006
75,20,3,3,1,12,2003,1,2006
