"""state""","""age""","""airbag""","""injury""","""restraint""","""sex""","""inimpact""","""modelyr""","""airbagAvail""","""airbagDeploy""","""Restraint""","""D_injury""","""D_airbagAvail""","""D_airbagDeploy""","""D_Restraint""","""year"""
13,74,20,0,3,1,12,1996,1,0,1,0,1,0,1,1998
13,23,1,2,3,1,12,1997,1,1,1,3,1,1,1,1998
13,21,20,2,99,2,3,1996,1,0,2,1,1,0,1,1998
13,16,30,4,99,1,12,1980,0,0,2,4,0,0,2,1998
13,25,20,0,2,1,12,1995,1,0,1,0,1,0,1,1998
13,9,30,1,99,2,9,1992,0,0,2,4,0,0,2,1998
13,81,30,4,3,2,9,1996,0,0,1,2,1,1,1,1998
13,16,1,1,3,2,3,1996,1,1,1,1,1,1,1,1998
13,73,20,0,99,2,12,1996,1,0,2,0,1,0,2,1998
13,83,30,1,3,2,12,1991,0,0,1,4,1,0,1,1998
13,70,20,4,3,1,3,1996,1,0,1,1,1,1,1,1998
13,24,1,4,0,1,3,1994,1,1,0,2,1,1,2,1998
13,46,30,4,0,2,3,1992,0,0,0,4,1,0,0,1998
13,15,1,4,3,1,12,1996,1,1,1,3,1,1,2,1998
13,16,30,2,0,1,12,1980,0,0,0,4,0,0,0,1998
13,25,1,4,0,1,6,1993,1,1,0,4,1,1,0,1998
13,24,30,3,3,2,12,1992,0,0,1,3,0,0,1,1998
13,42,30,4,3,1,6,1985,0,0,1,3,0,0,1,1998
13,72,1,3,0,2,9,1997,1,1,0,4,1,0,1,1998
13,42,30,0,3,1,12,1992,0,0,1,0,0,0,1,1998
13,33,30,1,99,1,12,1988,0,0,2,4,0,0,1,1998
13,57,30,1,3,2,12,1994,0,0,1,1,0,0,1,1998
13,20,20,0,3,1,12,1994,1,0,1,0,1,0,1,1998
13,29,30,2,3,2,12,1994,0,0,1,2,1,1,1,1998
13,23,30,4,1,2,12,1991,0,0,1,3,0,0,0,1998
13,31,30,1,3,1,0,1988,0,0,1,4,0,0,0,1998
13,20,30,2,0,1,3,1987,0,0,0,4,0,0,0,1998
13,34,30,3,3,1,12,1987,0,0,1,3,0,0,1,1998
13,20,30,4,0,1,6,9999,0,0,0,2,0,0,0,1998
13,14,30,3,0,2,3,1989,0,0,0,1,0,0,0,1998
13,35,30,4,0,1,12,1982,0,0,0,4,0,0,0,1998
13,50,30,1,3,2,6,1993,0,0,1,1,0,0,1,1998
13,2,30,0,3,2,6,1988,0,0,1,0,0,0,1,1998
13,13,20,0,3,2,6,1996,1,0,1,0,1,0,1,1998
13,71,30,4,3,2,12,1986,0,0,1,4,0,0,1,1998
13,19,30,3,3,2,12,1994,0,0,1,3,1,1,1,1998
13,32,1,4,0,1,6,1997,1,1,0,4,1,1,1,1998
13,19,30,2,0,2,9,1992,0,0,0,4,0,0,0,1998
13,30,30,2,99,1,12,1986,0,0,2,4,0,0,2,1998
13,17,30,0,3,2,3,1985,0,0,1,0,0,0,1,1998
13,22,30,4,3,1,12,1992,0,0,1,1,0,0,1,1998
13,12,1,1,3,2,12,1997,1,1,1,1,1,1,1,1998
13,74,20,4,0,2,9,1997,1,0,0,1,1,0,0,1998
13,66,30,4,3,1,3,1984,0,0,1,2,0,0,1,1998
13,8,30,2,0,2,12,1984,0,0,0,2,0,0,0,1998
13,24,30,4,0,1,3,1988,0,0,0,4,0,0,0,1998
13,18,1,4,0,2,12,1995,1,1,0,3,1,1,0,1998
13,25,30,1,99,2,99,1987,0,0,2,4,0,0,0,1998
13,43,30,2,3,1,6,1987,0,0,1,2,0,0,1,1998
13,26,30,0,3,2,6,1995,0,0,1,1,1,0,1,1998
13,22,30,3,0,1,12,1993,0,0,0,4,1,1,0,1998
13,25,1,4,3,1,9,1992,1,1,1,4,1,1,1,1998
13,49,1,4,0,2,12,1996,1,1,0,4,1,1,0,1998
13,24,30,4,0,2,3,1984,0,0,0,1,0,0,0,1998
13,37,30,4,0,1,12,1987,0,0,0,4,0,0,0,1998
13,45,30,0,3,1,12,1990,0,0,1,0,0,0,1,1998
13,18,20,1,3,1,9,1997,1,0,1,0,1,0,1,1998
13,16,30,2,3,1,12,1988,0,0,1,4,0,0,0,1998
13,21,30,3,99,2,12,1986,0,0,2,2,0,0,2,1998
13,90,30,4,3,2,12,1991,0,0,1,1,1,1,1,1998
13,19,30,4,0,1,12,1991,0,0,0,2,0,0,0,1998
13,84,30,4,0,2,3,1980,0,0,0,3,0,0,0,1998
13,86,30,4,0,2,12,1991,0,0,0,2,1,1,0,1998
13,58,30,1,3,1,12,1989,0,0,1,4,0,0,1,1998
13,5,30,0,3,2,12,1989,0,0,1,0,0,0,1,1998
13,0,1,4,0,2,9,1997,1,1,0,3,1,1,1,1998
13,10,1,1,3,2,9,1997,1,1,1,4,1,1,1,1998
13,72,30,4,3,2,12,1993,0,0,1,2,0,0,1,1998
13,16,30,4,3,2,9,1986,0,0,1,4,0,0,0,1998
13,20,30,4,0,1,3,1983,0,0,0,3,0,0,0,1998
13,3,30,4,0,2,12,1989,0,0,0,3,0,0,0,1998
13,53,30,4,3,1,12,1989,0,0,1,3,0,0,0,1998
13,41,30,0,3,2,6,1990,0,0,1,0,1,1,1,1998
13,55,1,2,99,2,12,1995,1,1,2,2,1,1,2,1998
13,19,30,3,0,1,6,1992,0,0,0,2,1,1,1,1998
13,18,1,2,2,2,12,1994,1,1,1,2,1,1,1,1998
13,77,30,4,3,2,12,1983,0,0,1,3,0,0,1,1998
13,16,1,2,0,2,12,1998,1,1,0,4,1,1,0,1998
13,33,30,2,3,1,12,1984,0,0,1,2,0,0,1,1998
13,20,30,3,3,2,12,1994,0,0,1,3,1,1,0,1998
13,27,30,1,3,1,12,1987,0,0,1,4,0,0,1,1998
13,13,1,2,3,2,9,1994,1,1,1,4,1,1,1,1998
13,48,30,2,3,1,12,1994,0,0,1,3,1,1,1,1998
13,15,99,4,3,1,9,1991,2,2,1,4,1,1,0,1998
13,78,30,0,3,1,6,1986,0,0,1,3,0,0,1,1998
13,81,30,1,3,2,9,1989,0,0,1,4,0,0,1,1998
13,43,99,4,3,1,6,1992,2,2,1,4,1,0,1,1998
13,53,20,4,3,2,3,1996,1,0,1,4,1,0,1,1998
13,20,30,2,0,1,9,1984,0,0,0,2,0,0,0,1998
13,84,30,4,3,2,3,1993,0,0,1,2,1,0,1,1998
13,22,30,4,99,2,12,1992,0,0,2,2,0,0,2,1998
13,65,30,2,0,2,12,1994,0,0,0,1,1,1,1,1998
13,15,30,2,3,2,6,1994,0,0,1,2,0,0,1,1998
13,20,30,4,0,2,12,1985,0,0,0,3,0,0,1,1998
13,28,30,4,0,1,6,1992,0,0,0,0,0,0,0,1998
13,63,30,4,3,1,12,1983,0,0,1,4,0,0,1,1998
13,49,1,4,1,1,3,1995,1,1,1,4,1,2,1,1998
13,45,30,2,1,1,12,1997,0,0,1,2,0,0,1,1998
13,41,30,0,3,2,6,1990,0,0,1,0,0,0,1,1998
13,68,30,1,3,2,12,1986,0,0,1,4,0,0,1,1998
13,31,30,1,3,2,6,1983,0,0,1,4,0,0,1,1998
13,29,30,4,3,2,12,1986,0,0,1,4,0,0,1,1998
13,25,1,3,99,1,12,1996,1,1,2,4,1,1,2,1998
13,73,30,2,3,2,9,1992,0,0,1,4,1,0,1,1998
13,29,30,3,99,1,3,1989,0,0,2,4,0,0,2,1998
13,44,30,3,99,1,9,1995,0,0,2,4,1,2,0,1998
13,18,30,4,3,2,99,1987,0,0,1,2,0,0,1,1998
13,25,1,4,0,1,12,1995,1,1,0,2,1,1,0,1998
13,30,20,4,3,2,6,1996,1,0,1,3,1,0,0,1998
13,32,30,3,3,2,6,1994,0,0,1,4,0,0,1,1998
13,21,30,1,0,1,6,1990,0,0,0,4,0,0,0,1998
13,5,20,4,3,2,0,1996,1,0,1,2,1,0,1,1998
13,72,9,4,3,2,0,1997,1,1,1,4,1,1,1,1998
13,77,1,4,0,2,12,1996,1,1,0,3,1,1,1,1998
13,9,30,4,3,1,3,1985,0,0,1,3,0,0,1,1998
13,46,30,2,0,1,12,1994,0,0,0,1,1,1,1,1998
13,5,30,0,3,1,9,1994,0,0,1,4,1,0,2,1998
13,22,30,3,3,1,12,1993,0,0,1,2,0,0,1,1998
13,23,30,3,3,1,12,1996,0,0,1,4,1,1,1,1998
13,38,30,4,0,1,3,1989,0,0,0,1,0,0,0,1998
13,56,1,4,99,1,9,1995,1,1,2,2,1,1,2,1998
13,22,30,1,2,2,9,1986,0,0,1,3,0,0,1,1998
13,19,30,4,99,1,9,1987,0,0,2,2,0,0,1,1998
13,21,1,3,3,2,12,1997,1,1,1,2,1,1,1,1998
13,85,30,3,3,1,6,1989,0,0,1,4,0,0,1,1998
13,12,30,4,0,2,3,1988,0,0,0,2,0,0,0,1998
13,6,1,2,3,1,3,1997,1,1,1,2,1,1,1,1998
13,12,30,2,3,1,12,1983,0,0,1,0,0,0,1,1998
13,23,30,4,0,1,12,1964,0,0,0,0,0,0,0,1998
13,14,30,2,3,2,9,1990,0,0,1,4,0,0,1,1998
13,48,1,1,3,2,6,1995,1,1,1,1,1,1,1,1998
13,46,30,1,3,2,12,1995,0,0,1,1,0,0,1,1998
13,29,30,1,3,1,9,1993,0,0,1,1,0,0,1,1998
13,86,30,4,3,2,12,1987,0,0,1,3,0,0,1,1998
13,76,1,2,3,2,6,1994,1,1,1,2,1,1,1,1998
13,75,20,2,3,2,9,1996,1,0,1,4,1,0,1,1998
13,26,30,2,0,1,12,1985,0,0,0,2,0,0,0,1998
13,5,20,0,3,2,3,1994,1,0,1,4,1,0,2,1998
13,25,1,0,1,1,12,1995,1,1,1,0,1,0,1,1998
13,15,20,4,1,2,6,1996,1,0,1,4,1,1,1,1998
13,15,30,2,0,1,9,1986,0,0,0,4,0,0,0,1998
13,56,30,4,0,1,9,1987,0,0,0,3,0,0,2,1998
13,77,20,4,3,2,3,1996,1,0,1,3,1,1,1,1998
13,33,30,4,0,1,12,1993,0,0,0,0,0,0,1,1998
13,58,1,1,3,2,12,1994,1,1,1,1,1,1,1,1998
13,21,1,0,3,1,12,1996,1,1,1,2,1,1,1,1998
13,79,20,4,3,2,6,1996,1,0,1,2,1,1,1,1998
13,19,30,3,1,1,6,1993,0,0,1,4,0,0,1,1998
13,22,20,3,3,2,9,1996,1,0,1,4,1,0,1,1998
13,28,30,4,0,1,6,1991,0,0,0,0,1,0,1,1998
13,70,30,4,3,2,12,1991,0,0,1,3,1,1,1,1998
13,37,30,3,3,1,12,1986,0,0,1,4,0,0,1,1998
13,25,30,2,3,1,9,1996,0,0,1,4,1,0,0,1998
13,26,30,4,0,1,12,1981,0,0,0,3,0,0,0,1998
13,11,30,3,3,2,12,1990,0,0,1,4,0,0,1,1998
13,22,30,2,0,2,12,1989,0,0,0,4,1,1,1,1998
13,80,20,1,99,2,9,1998,1,0,2,4,1,0,2,1998
13,39,30,3,3,2,99,1993,0,0,1,4,0,0,0,1998
13,26,30,3,99,1,12,1986,0,0,2,3,0,0,2,1998
13,25,30,3,99,1,9,1982,0,0,2,4,0,0,2,1998
13,19,30,2,0,2,12,1987,0,0,0,4,1,2,0,1998
13,21,30,2,3,1,14,1993,0,0,1,4,1,1,1,1998
13,56,20,3,0,1,9,1995,1,0,0,4,1,0,0,1998
13,55,30,3,3,2,12,1981,0,0,1,2,0,0,1,1998
13,83,1,1,3,2,12,1994,1,1,1,1,1,1,1,1998
13,6,1,3,3,1,3,1998,1,1,1,4,1,1,1,1998
13,86,1,1,3,2,12,1995,1,1,1,1,1,1,1,1998
13,8,30,4,3,2,12,1986,0,0,1,3,0,0,1,1998
13,20,20,0,3,2,12,1994,1,0,1,0,1,0,1,1998
13,22,30,4,3,2,3,1983,0,0,1,4,0,0,1,1998
13,20,30,1,3,2,99,1991,0,0,1,2,0,0,1,1998
13,41,30,4,0,2,9,1987,0,0,0,4,0,0,0,1998
13,66,1,4,3,2,12,1994,1,1,1,4,1,1,1,1998
13,36,1,2,3,2,99,1996,1,1,1,4,1,1,0,1998
13,65,20,0,3,2,12,1997,1,0,1,0,1,0,1,1998
13,0,30,4,4,2,3,1993,0,0,1,3,0,0,1,1998
13,49,1,3,1,2,12,1995,1,1,1,3,1,1,1,1998
13,20,30,4,0,1,12,1988,0,0,0,4,0,0,0,1998
13,9,30,0,99,2,9,1997,0,0,2,0,1,0,2,1998
13,40,30,4,3,2,12,1992,0,0,1,3,0,0,1,1998
13,21,30,0,3,1,9,1986,0,0,1,0,1,0,1,1998
13,19,30,3,0,1,3,1985,0,0,0,4,0,0,1,1998
13,17,20,4,3,1,3,1996,1,0,1,4,1,0,1,1998
13,2,30,4,4,1,12,1993,0,0,1,4,0,0,1,1998
13,5,30,3,3,2,12,1983,0,0,1,4,0,0,1,1998
13,32,99,2,3,2,3,1992,2,2,1,1,1,1,1,1998
13,27,1,4,99,2,3,1994,1,1,2,3,1,1,2,1998
13,21,30,2,3,1,12,1986,0,0,1,1,0,0,1,1998
13,21,30,4,0,1,6,1988,0,0,0,3,0,0,2,1998
13,4,30,3,3,2,12,1990,0,0,1,4,0,0,0,1998
13,36,30,0,3,2,3,1995,0,0,1,0,0,0,1,1998
13,18,30,4,0,1,14,1995,0,0,0,3,0,0,0,1998
13,30,30,1,3,2,12,1987,0,0,1,1,0,0,1,1998
13,22,30,4,3,2,3,1986,0,0,1,4,0,0,0,1998
13,80,20,2,3,2,9,1995,1,0,1,4,1,0,1,1998
13,5,1,2,3,1,12,1996,1,1,1,2,1,1,1,1998
13,20,30,3,0,1,6,1971,0,0,0,3,0,0,0,1998
13,24,30,3,0,1,12,1979,0,0,0,3,0,0,1,1998
13,82,30,4,0,2,9,1990,0,0,0,4,0,0,0,1998
13,19,30,3,99,1,12,1988,0,0,2,4,0,0,2,1998
13,77,30,4,3,2,3,1989,0,0,1,2,0,0,1,1998
13,62,30,0,3,2,6,1992,0,0,1,0,0,0,1,1998
13,21,20,0,99,1,12,1998,1,0,2,0,1,0,2,1998
13,66,1,4,0,1,9,1997,1,1,0,4,1,1,0,1998
13,26,30,2,3,2,12,1989,0,0,1,2,0,0,0,1998
13,54,1,4,0,1,12,1997,1,1,0,3,1,1,0,1998
13,18,30,0,99,1,12,1984,0,0,2,0,0,0,2,1998
13,8,30,1,3,2,12,1991,0,0,1,1,1,1,1,1998
13,15,20,4,99,2,6,1994,1,0,2,3,1,0,2,1998
13,26,20,1,3,1,6,1983,1,0,1,1,1,0,1,1998
13,38,30,3,3,2,6,1992,0,0,1,4,1,1,1,1998
13,26,1,3,3,2,12,1994,1,1,1,0,1,1,1,1998
13,21,30,2,3,2,6,1989,0,0,1,4,0,0,1,1998
13,9,20,0,3,1,9,1996,1,0,1,0,1,0,1,1998
13,20,30,4,99,2,6,1992,0,0,2,2,0,0,2,1998
13,22,30,0,3,1,12,1988,0,0,1,2,0,0,1,1998
13,23,20,0,3,2,12,1995,1,0,1,0,1,0,1,1998
13,48,1,3,3,2,12,1996,1,1,1,4,1,1,1,1998
13,13,1,4,3,1,3,1993,1,1,1,2,1,1,1,1998
13,3,30,4,3,1,12,1992,0,0,1,2,0,0,1,1998
13,18,30,4,0,1,14,1984,0,0,0,4,0,0,0,1998
13,57,20,0,99,2,13,1995,1,0,2,0,1,0,2,1998
13,48,1,4,0,2,3,1995,1,1,0,2,1,1,1,1998
13,13,1,2,0,1,12,1995,1,1,0,4,1,1,0,1998
13,21,30,3,0,1,0,1979,0,0,0,4,0,0,0,1998
13,22,20,2,3,2,99,1996,1,0,1,2,1,0,1,1998
13,46,20,0,3,2,12,1994,1,0,1,0,1,0,1,1998
13,17,30,0,3,1,9,1999,0,0,1,0,0,0,1,1998
13,49,30,4,3,2,9,1989,0,0,1,2,0,0,1,1998
13,89,30,4,3,1,12,1984,0,0,1,2,0,0,1,1998
13,34,20,1,3,2,99,1997,1,0,1,1,1,0,1,1998
13,34,30,3,3,2,99,1991,0,0,1,4,0,0,1,1998
13,61,30,4,3,2,12,1995,0,0,1,1,1,1,1,1998
13,44,30,0,3,2,12,1985,0,0,1,0,0,0,1,1998
13,33,30,4,99,1,3,1993,0,0,2,3,0,0,2,1998
13,77,1,4,3,2,3,1997,1,1,1,2,1,1,1,1998
13,13,20,4,0,1,6,1996,1,0,0,2,1,0,0,1998
13,34,30,2,3,2,12,1995,0,0,1,4,0,0,1,1998
13,24,30,2,3,2,12,1987,0,0,1,2,0,0,1,1998
13,17,20,2,3,1,6,1995,1,0,1,4,1,1,0,1998
13,15,30,2,3,2,9,1988,0,0,1,4,0,0,1,1998
13,66,1,4,0,1,3,1998,1,1,0,1,1,1,1,1998
13,43,20,0,3,1,6,1990,1,0,1,2,1,0,1,1998
13,74,1,1,3,1,9,1996,1,1,1,4,1,1,1,1998
13,46,99,2,3,2,12,1996,2,2,1,2,2,2,1,1998
13,82,1,4,3,2,12,1994,1,1,1,4,1,1,1,1998
13,30,30,3,0,1,12,1988,0,0,0,4,0,0,0,1998
13,20,30,1,3,1,12,1987,0,0,1,2,0,0,1,1998
13,56,30,2,3,2,9,1990,0,0,1,4,1,1,1,1998
13,22,20,3,0,1,12,1997,1,0,0,4,1,0,0,1998
13,4,30,3,3,1,12,1993,0,0,1,4,0,0,1,1998
13,64,20,2,99,1,9,1996,1,0,2,4,1,0,2,1998
13,8,30,1,3,2,12,1986,0,0,1,4,0,0,1,1998
13,16,30,0,0,1,12,1995,0,0,0,4,1,0,0,1998
13,21,30,2,99,1,0,1991,0,0,2,4,0,0,0,1998
13,51,30,4,3,2,12,1991,0,0,1,2,0,0,1,1998
13,19,20,2,3,1,0,1997,1,0,1,4,1,0,0,1998
13,34,20,0,3,1,12,1995,1,0,1,0,1,0,1,1998
13,17,30,0,3,2,14,1978,0,0,1,0,0,0,1,1998
13,1,30,4,4,2,3,1990,0,0,1,2,1,0,1,1998
13,57,30,0,3,1,3,1982,0,0,1,0,0,0,1,1998
13,25,30,4,3,2,12,1992,0,0,1,4,0,0,1,1998
13,17,30,3,3,2,3,1988,0,0,1,3,0,0,1,1998
13,75,30,4,99,2,12,1992,0,0,2,4,1,1,2,1998
13,6,1,4,0,2,12,1995,1,1,0,2,1,1,0,1998
13,34,30,2,3,1,12,1989,0,0,1,1,0,0,1,1998
13,44,30,4,1,1,12,1993,0,0,1,4,0,0,0,1998
13,75,30,2,3,2,9,1984,0,0,1,4,0,0,1,1998
13,58,1,2,3,2,12,1995,1,1,1,2,1,1,1,1998
13,39,30,4,99,1,9,1983,0,0,2,3,0,0,2,1998
13,24,20,0,3,2,3,1998,1,0,1,0,1,0,1,1998
13,89,30,4,3,2,12,1994,0,0,1,4,0,0,1,1998
13,16,30,3,0,1,12,1977,0,0,0,4,0,0,1,1998
13,20,9,4,3,2,3,1998,1,1,1,2,1,1,1,1998
13,11,30,1,0,1,12,1980,0,0,0,1,0,0,0,1998
13,17,1,2,3,2,12,1995,1,1,1,2,1,1,1,1998
13,42,30,0,2,1,12,1990,0,0,1,0,0,0,1,1998
13,34,30,4,0,1,12,1987,0,0,0,4,0,0,0,1998
13,17,1,4,3,1,3,1995,1,1,1,4,1,1,1,1998
13,42,30,4,3,2,3,1984,0,0,1,3,0,0,1,1998
13,17,30,3,1,2,12,1993,0,0,1,3,0,0,1,1998
13,53,1,4,0,1,12,1996,1,1,0,4,1,1,0,1998
13,13,30,1,3,2,0,1991,0,0,1,1,0,0,1,1998
13,25,30,3,3,1,0,1985,0,0,1,4,0,0,1,1998
13,28,30,4,0,1,3,1984,0,0,0,3,0,0,0,1998
13,0,30,1,4,1,6,1985,0,0,1,1,0,0,1,1998
13,52,30,3,3,2,3,1994,0,0,1,3,0,0,1,1998
13,4,1,4,99,1,12,1995,1,1,2,2,1,1,2,1998
13,35,30,2,0,1,6,1979,0,0,0,4,0,0,0,1998
13,45,30,1,3,2,12,1981,0,0,1,0,0,0,1,1998
13,39,30,2,3,1,12,1994,0,0,1,4,0,0,1,1998
13,23,1,3,3,2,3,1990,1,1,1,4,1,1,0,1998
13,3,1,2,4,1,12,1998,1,1,1,4,1,1,1,1998
13,19,30,3,0,1,9,1970,0,0,0,4,0,0,0,1998
13,90,1,4,3,2,12,1992,1,1,1,1,1,1,1,1998
13,36,1,3,3,1,9,1992,1,1,1,4,1,1,1,1998
13,50,30,3,99,2,6,1966,0,0,2,4,0,0,2,1998
13,18,30,2,2,1,12,1991,0,0,1,3,0,0,1,1998
13,27,99,2,3,2,12,1993,2,2,1,2,1,1,1,1998
13,40,30,2,99,1,9,1990,0,0,2,4,0,0,2,1998
13,68,30,2,3,2,12,1994,0,0,1,2,0,0,1,1998
13,62,30,4,3,2,3,1989,0,0,1,2,1,1,1,1998
13,999,1,1,3,2,12,1995,1,1,1,1,1,1,1,1998
13,33,30,2,3,2,12,1990,0,0,1,4,0,0,1,1998
13,15,1,1,3,1,12,1998,1,1,1,1,1,1,1,1998
13,14,30,3,0,2,12,1994,0,0,0,4,0,0,0,1998
13,999,30,4,0,1,12,1992,0,0,0,4,1,2,0,1998
13,57,20,1,3,2,6,1994,1,0,1,1,1,0,1,1998
13,27,30,2,0,1,0,1995,0,0,0,4,0,0,0,1998
13,16,30,4,0,1,14,1979,0,0,0,4,0,0,0,1998
13,4,30,2,2,1,12,1986,0,0,1,2,1,0,1,1998
13,83,30,4,3,2,3,1993,0,0,1,1,1,0,1,1998
13,76,20,4,3,1,9,1994,1,0,1,4,1,0,1,1998
13,21,1,4,0,2,3,1995,1,1,0,3,1,1,1,1998
13,23,20,2,3,1,12,1998,1,0,1,4,1,0,1,1998
13,14,30,4,3,2,3,1979,0,0,1,3,0,0,1,1998
13,5,30,4,0,1,0,1995,0,0,0,2,1,0,0,1998
13,41,30,2,0,2,6,1980,0,0,0,4,0,0,1,1998
13,28,30,4,3,2,3,1992,0,0,1,1,1,1,1,1998
13,16,1,2,3,1,9,1996,1,1,1,4,1,1,0,1998
13,22,30,3,99,1,12,1996,0,0,2,4,1,1,2,1998
13,81,30,4,3,2,3,1992,0,0,1,1,1,0,1,1998
13,50,20,2,3,2,3,1995,1,0,1,2,1,0,1,1998
13,54,20,4,0,1,0,1998,1,0,0,1,1,0,1,1998
13,29,99,2,99,1,9,1993,2,2,2,4,2,2,2,1998
13,15,30,1,3,2,6,1987,0,0,1,2,0,0,1,1998
13,23,30,3,3,2,12,1987,0,0,1,3,0,0,1,1998
13,16,30,2,3,1,9,1994,0,0,1,2,0,0,1,1998
13,24,30,1,0,1,12,1993,0,0,0,4,1,0,0,1998
13,21,20,0,3,1,12,1998,1,0,1,0,1,0,1,1998
13,18,30,1,3,1,12,1986,0,0,1,4,0,0,1,1998
13,25,30,0,99,2,12,1994,0,0,2,0,0,0,2,1998
13,23,30,4,1,1,12,1992,0,0,1,4,0,0,0,1998
13,77,30,1,3,2,3,1988,0,0,1,1,0,0,1,1998
13,31,30,2,99,1,6,1977,0,0,2,3,0,0,2,1998
13,27,30,2,0,2,12,1994,0,0,0,4,0,0,1,1998
13,16,20,2,0,2,3,1998,1,0,0,2,1,0,0,1998
13,40,30,4,3,2,3,1978,0,0,1,3,0,0,1,1998
13,45,20,0,3,2,6,1997,1,0,1,0,1,0,1,1998
13,18,30,0,3,1,6,1991,0,0,1,0,0,0,1,1998
13,18,1,3,3,1,12,1997,1,1,1,4,1,1,0,1998
13,17,30,4,99,1,6,1992,0,0,2,2,1,1,2,1998
13,61,30,4,3,1,12,1986,0,0,1,4,0,0,1,1998
13,26,30,3,0,1,12,1982,0,0,0,4,0,0,0,1998
13,22,30,3,0,1,12,1973,0,0,0,4,0,0,0,1998
13,95,30,1,3,2,9,1987,0,0,1,2,0,0,1,1998
13,41,30,3,0,1,9,1979,0,0,0,4,0,0,0,1998
13,73,30,4,3,2,6,1995,0,0,1,2,0,0,1,1998
13,19,30,3,3,1,9,1993,0,0,1,4,1,1,1,1998
13,18,1,4,99,1,12,1996,1,1,2,4,1,1,2,1998
13,47,9,4,3,2,3,1997,1,1,1,3,1,1,1,1998
13,45,30,1,3,2,9,1979,0,0,1,4,0,0,0,1998
13,34,30,1,3,2,0,1987,0,0,1,4,0,0,2,1998
13,17,30,3,3,2,12,1988,0,0,1,4,0,0,1,1998
13,19,30,0,99,1,9,1988,0,0,2,1,0,0,2,1998
13,27,30,2,3,2,6,1994,0,0,1,2,0,0,1,1998
13,58,1,1,3,2,12,1995,1,1,1,1,1,1,1,1998
13,54,20,2,3,2,12,1995,1,0,1,4,1,1,1,1998
13,18,30,4,0,1,12,1988,0,0,0,4,0,0,0,1998
13,67,1,2,3,1,6,1997,1,1,1,2,1,1,1,1998
13,38,30,2,0,1,9,1989,0,0,0,2,0,0,0,1998
13,19,30,4,0,1,12,1986,0,0,0,2,0,0,2,1998
13,18,30,3,3,2,12,1994,0,0,1,2,1,1,1,1998
13,81,30,4,3,2,9,1989,0,0,1,4,0,0,1,1998
13,22,1,1,3,2,9,1995,1,1,1,3,1,1,1,1998
13,15,30,3,0,2,12,1987,0,0,0,4,0,0,0,1998
13,18,30,2,0,2,0,1989,0,0,0,2,0,0,0,1998
13,19,30,0,3,1,12,1986,0,0,1,1,0,0,1,1998
13,31,30,2,0,1,6,1992,0,0,0,4,0,0,0,1998
13,79,30,2,3,2,3,1986,0,0,1,0,0,0,1,1998
13,57,20,0,3,1,3,1997,1,0,1,0,1,0,1,1998
13,4,30,4,3,1,9,1993,0,0,1,4,0,0,2,1998
13,15,30,4,0,2,9,1985,0,0,0,3,0,0,0,1998
13,7,30,4,3,2,12,1994,0,0,1,1,1,1,0,1998
13,5,30,4,3,1,3,1989,0,0,1,4,0,0,0,1998
13,33,30,1,3,2,12,1979,0,0,1,4,0,0,1,1998
13,70,30,0,3,1,9,1990,0,0,1,0,0,0,1,1998
13,12,30,2,3,2,12,1988,0,0,1,3,0,0,1,1998
13,67,1,4,0,2,12,1995,1,1,0,4,1,1,0,1998
13,18,30,0,3,1,12,1993,0,0,1,0,0,0,1,1998
13,16,30,1,3,2,9,1992,0,0,1,1,1,0,1,1998
13,18,20,2,0,2,6,1999,1,0,0,4,1,0,0,1998
13,58,30,0,0,1,12,1979,0,0,0,3,0,0,0,1998
13,49,30,4,3,2,3,1989,0,0,1,2,0,0,0,1998
13,38,20,0,3,2,12,1996,1,0,1,0,1,0,1,1998
13,36,1,2,3,2,12,1995,1,1,1,3,1,1,1,1998
13,8,1,0,3,2,9,1995,1,1,1,3,1,1,1,1998
13,13,30,3,3,1,12,1995,0,0,1,4,1,1,1,1998
13,66,30,4,3,2,12,1989,0,0,1,4,0,0,0,1998
13,13,30,4,0,2,3,1995,0,0,0,3,1,0,0,1998
13,20,30,2,0,1,3,1989,0,0,0,1,1,0,0,1998
13,20,30,1,3,2,12,1994,0,0,1,1,1,1,1,1998
13,13,30,0,3,1,12,1990,0,0,1,0,0,0,1,1998
13,83,30,4,99,2,9,1991,0,0,2,4,1,1,2,1998
13,30,30,4,0,1,3,1986,0,0,0,3,0,0,0,1998
13,32,20,2,0,1,12,1999,1,0,0,4,1,0,0,1998
13,47,30,4,0,2,12,1993,0,0,0,3,1,1,0,1998
13,12,30,3,3,2,12,1989,0,0,1,4,0,0,1,1998
13,24,30,0,3,1,12,1986,0,0,1,0,0,0,1,1998
13,4,30,1,3,2,0,1988,0,0,1,4,0,0,0,1998
13,30,30,4,0,1,12,1988,0,0,0,3,0,0,0,1998
13,21,30,3,1,1,12,1991,0,0,1,4,0,0,1,1998
13,25,30,1,3,1,6,1985,0,0,1,4,0,0,1,1998
13,17,20,2,0,1,0,1995,1,0,0,3,1,0,0,1998
13,88,30,4,3,1,3,1988,0,0,1,2,0,0,1,1998
13,52,30,1,3,1,12,1997,0,0,1,1,0,0,1,1998
13,43,30,0,3,1,12,1992,0,0,1,0,0,0,1,1998
13,38,30,4,0,2,0,1993,0,0,0,3,0,0,1,1998
